"","custname","region","partnum","revenue","cost","margin"
"2607","SP &I- AUBURN MA","01-East",764602000,3744,943.6,2800.4
"2608","SP &I- AUBURN MA","01-East",764561000,2496,709.66,1786.34
"2609","SP &I- AUBURN MA","01-East",764601000,2080,531.44,1548.56
"2610","SP &I- AUBURN MA","01-East",764822000,1128,246.1,881.9
"2611","SP &I- AUBURN MA","01-East",764521000,1030,265.94,764.06
"2612","SP &I- AUBURN MA","01-East",764522000,618,160.32,457.68
"2613","SPACE EXPLORATION TECH,","01-East",777998700,18150,15425,2725
"2614","SPAR INC","01-East",754065000,2138.4,1282.86,855.54
"2615","SPAR INC","01-East",764901000,1640,645.76,994.24
"2616","SPAR INC","01-East",754085000,1188,712.53,475.47
"2617","SPECIAL METALS INC.","01-East",733525600,43867.75,7285.27,36582.48
"2618","SPECIAL METALS INC.","01-East",733545810,6435,2382.37,4052.63
"2619","SPECIAL METALS INC.","01-East",733484800,3187.2,739.63,2447.57
"2620","SPECIAL METALS INC.","01-East",733525500,1682,281.58,1400.42
"2621","SPECIAL METALS INC.","01-East",718501000,1630.8,270.75,1360.05
"2622","SPECIAL METALS INC.","01-East",725441100,795.4,134.51,660.89
"2623","SPECIAL METALS INC.","01-East",764861000,320.5,12.67,307.83
"2624","SPECIAL METALS INC.","01-East",764341000,214.75,11.99,202.76
"2625","SPECIALTY FOUNDRY PRODUCT","01-East",766162000,3429,1278.06,2150.94
"2626","SPECIALTY FOUNDRY PRODUCT","01-East",766121000,2808,997.54,1810.46
"2627","SPECIALTY OPTICAL SYSTEMS","01-East",740402402,2097.5,411.01,1686.49
"2628","SPECIALTY PROD & INSUL.","01-East",735602000,105650,32862.64,72787.36
"2629","SPECIALTY PROD & INSUL.","01-East",735750000,1485,618.03,866.97
"2630","SPECIALTY PROD & INSUL.","01-East",764605000,254,103.51,150.49
"2631","SPECIALTY PRODUCTS&INSUL","01-East",735602110,123360,47441.91,75918.09
"2632","SPECIALTY PRODUCTS&INSUL","01-East",735602000,64627,24117.36,40509.64
"2633","SPECIALTY PRODUCTS&INSUL","01-East",735752000,31690,11747.46,19942.54
"2634","SPECIALTY PRODUCTS&INSUL","01-East",735750000,12400,4653.42,7746.58
"2635","SPECIALTY PRODUCTS&INSUL","01-East",764601000,6168,1532.5,4635.5
"2636","SPECIALTY PRODUCTS&INSUL","01-East",735655000,3568,479.94,3088.06
"2637","SPECIALTY PRODUCTS&INSUL","01-East",764602000,3024,741.9,2282.1
"2638","SPECIALTY PRODUCTS&INSUL","01-East",764521000,2504,637.84,1866.16
"2639","SPECIALTY PRODUCTS&INSUL","01-East",735862000,2160,1233.66,926.34
"2640","SPECIALTY PRODUCTS&INSUL","01-East",764522000,1926,480.99,1445.01
"2641","SPECIALTY PRODUCTS&INSUL","01-East",764762000,920,315.7,604.3
"2642","SPECIALTY PRODUCTS","01-East",735602000,1906937,706984.83,1199952.17
"2643","SPECIALTY PRODUCTS","01-East",733566300,258854.4,48955.5,209898.9
"2644","SPECIALTY PRODUCTS","01-East",735602110,183056,73742.1,109313.9
"2645","SPECIALTY PRODUCTS","01-East",768222000,86926,20633.48,66292.52
"2646","SPECIALTY PRODUCTS","01-East",764602000,81655,35405.35,46249.65
"2647","SPECIALTY PRODUCTS","01-East",735752000,48388,18143.1,30244.9
"2648","SPECIALTY PRODUCTS","01-East",735750000,37271,14467.33,22803.67
"2649","SPECIALTY PRODUCTS","01-East",764901000,35307.5,15724.18,19583.32
"2650","SPECIALTY PRODUCTS","01-East",764522000,25061,10313.41,14747.59
"2651","SPECIALTY PRODUCTS","01-East",768141020,17620,6472.93,11147.07
"2652","SPECIALTY PRODUCTS","01-East",766161000,12932,9026.67,3905.33
"2653","SPECIALTY PRODUCTS","01-East",768212000,12396,3897.21,8498.79
"2654","SPECIALTY PRODUCTS","01-East",764601000,9808,3487.08,6320.92
"2655","SPECIALTY PRODUCTS","01-East",764521000,6765,1993.51,4771.49
"2656","SPECIALTY PRODUCTS","01-East",735602010,6009,4013.36,1995.64
"2657","SPECIALTY PRODUCTS","01-East",764482000,5780,2119.5,3660.5
"2658","SPECIALTY PRODUCTS","01-East",764902000,5560,1277.08,4282.92
"2659","SPECIALTY PRODUCTS","01-East",764821000,4794,1044.35,3749.65
"2660","SPECIALTY PRODUCTS","01-East",764822000,3948,861.38,3086.62
"2661","SPECIALTY PRODUCTS","01-East",735655000,3596.8,485.37,3111.43
"2662","SPECIALTY PRODUCTS","01-East",764521061,3424,2044.8,1379.2
"2663","SPECIALTY PRODUCTS","01-East",735657000,3168,768.43,2399.57
"2664","SPECIALTY PRODUCTS","01-East",768142000,3000,801.87,2198.13
"2665","SPECIALTY PRODUCTS","01-East",766162000,2522,1943.34,578.66
"2666","SPECIALTY PRODUCTS","01-East",733566200,2298.24,432.14,1866.1
"2667","SPECIALTY PRODUCTS","01-East",764561000,1560,443.54,1116.46
"2668","SPECIALTY PRODUCTS","01-East",733511000,331.88,66.56,265.32
"2669","SPECIALTY PRODUCTS","01-East",764761000,260,61.42,198.58
"2670","SPIRIT AEROSYSTEMS INC.","01-East",734211200,229.68,22.84,206.84
"2671","SPX FLOW TECHNOLOGY","01-East",720455000,1569.6,142.31,1427.29
"2672","ST GEORGE STEEL CO","01-East",777601000,677.52,117.59,559.93
"2673","ST. GEORGE STEEL","01-East",768221000,7410,3660,3750
"2674","ST. GEORGE STEEL","01-East",768241000,6550,3425.78,3124.22
"2675","STANDARD INDUSTRIAL SUPPL","01-East",770722000,1409,42.88,1366.12
"2676","STATE INSULATION CORP","01-East",764901000,32690,10977.87,21712.13
"2677","STATE OF DELAWARE","01-East",768144200,2088,105.28,1982.72
"2678","STATE OF DELAWARE","01-East",771810000,207.5,48.8,158.7
"2679","STEBBINS ENGINEERING & MF","01-East",733525600,1875,213.14,1661.86
"2680","STEBBINS ENGINEERING & MF","01-East",733525500,1390,130.06,1259.94
"2681","STEBBINS ENGINEERING & MF","01-East",733444100,1328,300.17,1027.83
"2682","STEBBINS ENGINEERING & MF","01-East",733464500,626,65.05,560.95
"2683","STUDIO BEL VETRO","01-East",739370000,379.52,138.24,241.28
"2684","STULLER SETTINGS INC.","01-East",770200000,666,42.41,623.59
"2685","SUMMIT CONTROLS INC.","01-East",734990000,4152,547.75,3604.25
"2686","SUNDANCE DIE CUT LLC","01-East",733151500,472,54.11,417.89
"2687","SUNSHINE GLASS WORKS","01-East",733464500,1207,121.09,1085.91
"2688","SUNSHINE GLASS WORKS","01-East",739561000,492.48,86.19,406.29
"2689","SUPER CONDUCTOR MTLS.","01-East",764821000,2631,93.06,2537.94
"2690","SURFACE COMBUSTION INC","01-East",770540000,1293.08,89.8,1203.28
"2691","SW ANDERSON SALES","01-East",735602000,737747.25,268120.39,469626.86
"2692","SW ANDERSON SALES","01-East",735602110,14624,5684.26,8939.74
"2693","SW ANDERSON SALES","01-East",768121000,3142.4,842.5,2299.9
"2694","SW ANDERSON SALES","01-East",735752000,2975,1095.48,1879.52
"2695","SWANSON DISTRIBUTING","01-East",733464600,924,101.25,822.75
"2696","TASE/HB-MEDTEK","01-East",737902100,667,101.3,565.7
"2697","TAYLOR DEVICES","01-East",764521000,320,13.3,306.7
"2698","TAYLOR-SEIDENBACH, INC.","01-East",735602110,38668.4,10122.46,28545.94
"2699","TAYLOR-SEIDENBACH, INC.","01-East",768241600,22410,7313.81,15096.19
"2700","TAYLOR-SEIDENBACH, INC.","01-East",735602000,19547,4995.21,14551.79
"2701","TAYLOR-SEIDENBACH, INC.","01-East",768241500,14960,4869.65,10090.35
"2702","TAYLOR-SEIDENBACH, INC.","01-East",735750000,1896,508.42,1387.58
"2703","TAYLOR-SEIDENBACH, INC.","01-East",768243600,1620,633.25,986.75
"2704","TAYLOR-SEIDENBACH, INC.","01-East",735752000,948,257.76,690.24
"2705","TERRA INTERNATIONAL","01-East",734311100,404.36,35.3,369.06
"2706","TEXAS STREET","01-East",734990000,3321.6,438.2,2883.4
"2707","TEXCAST INC","01-East",734311100,3624.06,320.18,3303.88
"2708","TEXCAST INC","01-East",733141200,1016,126.95,889.05
"2709","TEXCO","01-East",718501000,5525,680.3,4844.7
"2710","TEXCO","01-East",774901000,427.2,48.62,378.58
"2711","TEXCO","01-East",774631000,412.8,46.56,366.24
"2712","TEXTRON FINANCE SHARED","01-East",734351200,917.85,69.73,848.12
"2713","THE BELL GROUP","01-East",734311100,1525.92,134.81,1391.11
"2714","THE BELL GROUP","01-East",727000140,888,63.35,824.65
"2715","THE BELL GROUP","01-East",733721000,572,97.79,474.21
"2716","THE BERND GROUP INC.","01-East",764481000,1038,50.82,987.18
"2717","THE BERND GROUP INC.","01-East",733444100,996,225.13,770.87
"2718","THE BERND GROUP INC.","01-East",764461006,388,27.25,360.75
"2719","THE CLAREMONT SALES CORP.","01-East",739561200,10783.36,2223.42,8559.94
"2720","THE CLAREMONT SALES CORP.","01-East",764482000,1728,255.71,1472.29
"2721","THE CLAREMONT SALES CORP.","01-East",734990000,787.44,110.08,677.36
"2722","THE CLAREMONT SALES CORP.","01-East",770260000,680.4,67.63,612.77
"2723","THE CLAREMONT SALES CORP.","01-East",739741100,350.08,109.56,240.52
"2724","THE MINE SUPPLY CO","01-East",733721000,1458,285.33,1172.67
"2725","THE N.P. GROUP, INC.","01-East",779987650,4827.6,1183.63,3643.97
"2726","THE NP GROUP, INC.","01-East",779987650,18576,4142.56,14433.44
"2727","THE NP GROUP, INC.","01-East",724003000,383.5,81.82,301.68
"2728","THE R B BIRGE CO","01-East",733525600,752.5,71.05,681.45
"2729","THE SCHAEFER GROUP, INC.","01-East",777902700,38252.34,20221.83,18030.51
"2730","THE SCHAEFER GROUP, INC.","01-East",733211000,502.6,106.4,396.2
"2731","THE SCHAEFER GROUP, INC.","01-East",739561200,278.91,76.67,202.24
"2732","THE TRANE CO","01-East",733525500,717.5,65.03,652.47
"2733","THERMAL NORTHWEST","01-East",724311200,366.5,94.19,272.31
"2734","THERMAL SOLUTIONS PRODUCT","01-East",726000240,9204,908.61,8295.39
"2735","THERMAL STRUCTURES","01-East",732820000,568241.79,44616.14,523625.65
"2736","THERMAL STRUCTURES","01-East",732830000,149046.52,13131.66,135914.86
"2737","THERMAL STRUCTURES","01-East",791104295,136666.97,38406.72,98260.25
"2738","THERMAL STRUCTURES","01-East",732771000,51728.54,3530.39,48198.15
"2739","THERMAL STRUCTURES","01-East",724101400,38064,8884.38,29179.62
"2740","THERMAL STRUCTURES","01-East",724261400,33455.4,6816.25,26639.15
"2741","THERMAL STRUCTURES","01-East",732905000,29559.59,2196.99,27362.6
"2742","THERMAL STRUCTURES","01-East",724281400,27616.2,7916.28,19699.92
"2743","THERMAL STRUCTURES","01-East",791106479,26849.05,6343.9,20505.15
"2744","THERMAL STRUCTURES","01-East",733525600,23351.5,3178.11,20173.39
"2745","THERMAL STRUCTURES","01-East",733444300,11139.6,2083.23,9056.37
"2746","THERMAL STRUCTURES","01-East",724121400,10462,3598.11,6863.89
"2747","THERMAL STRUCTURES","01-East",724401150,8048.4,1212.97,6835.43
"2748","THERMAL STRUCTURES","01-East",779989967,5431.47,1213.51,4217.96
"2749","THERMAL STRUCTURES","01-East",791104480,4452.72,1110.02,3342.7
"2750","THERMAL STRUCTURES","01-East",791104880,975.11,180.59,794.52
"2751","THERMAL STRUCTURES","01-East",733383000,910.8,163.93,746.87
"2752","THERMAL STRUCTURES","01-East",733141300,775.6,155.94,619.66
"2753","THERMAL STRUCTURES","01-East",733141200,756.8,119.94,636.86
"2754","THERMAL STRUCTURES","01-East",734611100,161.02,27.18,133.84
"2755","THERMO CONTROL HEATING","01-East",764901000,2707.5,481.73,2225.77
"2756","THERMO FISHER ENVIR.","01-East",724281200,2346,332.78,2013.22
"2757","THERMO FISHER SCIENTIFIC","01-East",738361000,626.04,308.88,317.16
"2758","THERMOMETRICS CORPORATION","01-East",766081010,2202,72.74,2129.26
"2759","THERMOMETRICS CORPORATION","01-East",727000140,265.6,16.71,248.89
"2760","THERMTREND INC.","01-East",733403200,1133,99.17,1033.83
"2761","THERMTREND INC.","01-East",770810000,845,17.19,827.81
"2762","THORPE PRODUCTS","01-East",735602000,106490,33828.15,72661.85
"2763","THORPE PRODUCTS","01-East",735862000,9100,3598.17,5501.83
"2764","THORPE PRODUCTS","01-East",768142074,6451.5,2558.12,3893.38
"2765","THORPE PRODUCTS","01-East",768241100,6200,2277.23,3922.77
"2766","THORPE PRODUCTS","01-East",735602110,3740,1071.04,2668.96
"2767","THORPE PRODUCTS","01-East",735752000,2600,889.19,1710.81
"2768","THORPE PRODUCTS","01-East",735750000,2180,755.37,1424.63
"2769","THORPE TECHNOLOGIES INC.","01-East",770340000,3075.75,305.15,2770.6
"2770","THORPE TECHNOLOGIES INC.","01-East",770330000,2130,202.93,1927.07
"2771","THORPE TECHNOLOGIES INC.","01-East",770410000,1585,102.99,1482.01
"2772","THORPE TECHNOLOGIES INC.","01-East",770140000,1177.56,76.74,1100.82
"2773","THORPE TECHNOLOGIES INC.","01-East",770520000,906,48.32,857.68
"2774","TIGHITCO LATINOAMERICA","01-East",733525600,5252.5,529.48,4723.02
"2775","TIGHITCO LATINOAMERICA","01-East",724281200,4195,1384.9,2810.1
"2776","TIGHITCO LATINOAMERICA","01-East",724101400,1134,229.59,904.41
"2777","TIGHITCO LATINOAMERICA","01-East",724281410,894,339.83,554.17
"2778","TIGHITCO LATINOAMERICA","01-East",733444300,799.2,123.75,675.45
"2779","TIGHITCO LATINOAMERICA","01-East",733423800,310.4,38.28,272.12
"2780","TIMSCO INTERNATIONAL","01-East",734830000,3420,454.1,2965.9
"2781","TK HOLDINGS, INC.","01-East",733030800,255496.5,114509.22,140987.28
"2782","TOBIASON STUDIO","01-East",739561100,552.72,93.32,459.4
"2783","TOLEDO ENGINEERING CO INC","01-East",777750076,8697.6,4632,4065.6
"2784","TOLEDO ENGINEERING CO INC","01-East",795763000,6606.6,1950.48,4656.12
"2785","TOLEDO ENGINEERING CO INC","01-East",795762000,4340.4,1212.38,3128.02
"2786","TOLEDO ENGINEERING CO INC","01-East",777763000,2246.64,1797.84,448.8
"2787","TOLEDO ENGINEERING CO INC","01-East",793260000,728,159.84,568.16
"2788","TOLEDO ENGINEERING CO INC","01-East",793260074,152,81.66,70.34
"2789","TORTOLITA CREATIONS","01-East",733151500,958,54.11,903.89
"2790","TOWANDA METADYNE","01-East",764521000,1306,53.13,1252.87
"2791","TRACHTE BUILDING SYSTEMS","01-East",764601000,1498.8,315.8,1183
"2792","TRANSCO","01-East",764703110,10492.44,3665.52,6826.92
"2793","TRANSCO","01-East",764643052,4490.64,1501.95,2988.69
"2794","TREIBACHER SCHLEIFMITTEL","01-East",764821000,430,15.36,414.64
"2795","TRI-CITY INSULATION DIST.","01-East",735602000,113975,41332.68,72642.32
"2796","TRI-CITY INSULATION DIST.","01-East",735750000,1700,661.12,1038.88
"2797","TRI-CITY INSULATION DIST.","01-East",764601000,592,105.27,486.73
"2798","TRIDENT DISTRIBUTION","01-East",735602000,15960,4832.6,11127.4
"2799","TRIDENT DISTRIBUTION","01-East",735602110,13680,4284.15,9395.85
"2800","TRIDENT DISTRIBUTION","01-East",735752000,3400,1367.98,2032.02
"2801","TRINITY INDUSTRIES INC","01-East",764703110,2541045.92,854580.05,1686465.87
"2802","TRINITY INDUSTRIES INC","01-East",764633510,357725.36,95000.01,262725.35
"2803","TRINITY INDUSTRIES INC","01-East",764706110,22374.24,7479.56,14894.68
"2804","TRIPLEX INC","01-East",770830000,10406,339.14,10066.86
"2805","TRIPLEX INC","01-East",771132000,2266,79.02,2186.98
"2806","TRIUMPH INSULATION","01-East",733648000,29800976.28,18922952.69,10878023.59
"2807","TRIUMPH INSULATION","01-East",733649000,5645789.16,3636906.92,2008882.24
"2808","TRIUMPH INSULATION","01-East",733640000,145765.8,61147,84618.8
"2809","TRULITE GLASS & ALUMINUM","01-East",739741100,12854.4,5049.6,7804.8
"2810","TRULITE GLASS & ALUMINUM","01-East",734651200,584,73.5,510.5
"2811","TTM TECHNOLOGIES INC.","01-East",733525500,1505,140.78,1364.22
"2812","TURPEN & ASSOCIATES","01-East",770540000,3629.5,184.78,3444.72
"2813","TWIN CC SUPPLY","01-East",777601000,409.92,58.8,351.12
"2814","U S ARTIST SERVICE","01-East",777601000,386.72,72.02,314.7
"2815","UNICAL AVIATION, INC.","01-East",732820000,3494.4,147.02,3347.38
"2816","UNICIRCUIT INC.","01-East",733464500,4828,484.36,4343.64
"2817","UNICIRCUIT INC.","01-East",733525500,2190,211.17,1978.83
"2818","UNILUX ADVANCED","01-East",764341000,45277.5,24555.05,20722.45
"2819","UNILUX ADVANCED","01-East",764261000,20136,10782.65,9353.35
"2820","UNITED CHIMNEY","01-East",734611100,178.72,26.96,151.76
"2821","UNITED MATERIALS INT'L","01-East",727000140,780,217.28,562.72
"2822","UNITED MECHANICAL & METAL","01-East",774191000,810,288.86,521.14
"2823","UNITED MECHANICAL & METAL","01-East",774401000,726,220.42,505.58
"2824","UNITED MECHANICAL & METAL","01-East",774141000,265,77.28,187.72
"2825","UNIVERSITY OF ALABAMA","01-East",764221000,223,16.92,206.08
"2826","UNIVERSITY OF ARKANSAS","01-East",764301000,167.5,9.28,158.22
"2827","UNIVERSITY OF CONNECTICUT","01-East",734311100,381.48,33.7,347.78
"2828","UPSTATE REFRACTORY SERVIC","01-East",764821000,100462.5,39653.64,60808.86
"2829","UPSTATE REFRACTORY SERVIC","01-East",766121000,65370.4,19817.36,45553.04
"2830","UPSTATE REFRACTORY SERVIC","01-East",764901000,36433.5,14832.31,21601.19
"2831","UPSTATE REFRACTORY SERVIC","01-East",766126500,34384,7774.34,26609.66
"2832","UPSTATE REFRACTORY SERVIC","01-East",779980240,34339.86,23057.79,11282.07
"2833","UPSTATE REFRACTORY SERVIC","01-East",779980223,31171.14,21368.85,9802.29
"2834","UPSTATE REFRACTORY SERVIC","01-East",766162000,25765.05,9797.8,15967.25
"2835","UPSTATE REFRACTORY SERVIC","01-East",764821073,18000,14580,3420
"2836","UPSTATE REFRACTORY SERVIC","01-East",781670000,16953.03,8281.68,8671.35
"2837","UPSTATE REFRACTORY SERVIC","01-East",770560000,16165,2678.28,13486.72
"2838","UPSTATE REFRACTORY SERVIC","01-East",777601000,15275.96,5387.01,9888.95
"2839","UPSTATE REFRACTORY SERVIC","01-East",780290000,13764.59,5681.14,8083.45
"2840","UPSTATE REFRACTORY SERVIC","01-East",764040000,13180.32,2743.44,10436.88
"2841","UPSTATE REFRACTORY SERVIC","01-East",737321000,12520.8,10520.64,2000.16
"2842","UPSTATE REFRACTORY SERVIC","01-East",739681100,11068.17,5420.7,5647.47
"2843","UPSTATE REFRACTORY SERVIC","01-East",779959551,10623,3469.92,7153.08
"2844","UPSTATE REFRACTORY SERVIC","01-East",764781040,10610.1,4147.41,6462.69
"2845","UPSTATE REFRACTORY SERVIC","01-East",782070000,10357.2,5412.89,4944.31
"2846","UPSTATE REFRACTORY SERVIC","01-East",733525600,9625,1501.94,8123.06
"2847","UPSTATE REFRACTORY SERVIC","01-East",770530000,9145.25,1455.66,7689.59
"2848","UPSTATE REFRACTORY SERVIC","01-East",779957701,8352,3949.47,4402.53
"2849","UPSTATE REFRACTORY SERVIC","01-East",755107000,8304.08,2404.09,5899.99
"2850","UPSTATE REFRACTORY SERVIC","01-East",733525500,8218,1262.38,6955.62
"2851","UPSTATE REFRACTORY SERVIC","01-East",779951021,8200.5,4161.51,4038.99
"2852","UPSTATE REFRACTORY SERVIC","01-East",764901073,7080,5832,1248
"2853","UPSTATE REFRACTORY SERVIC","01-East",779957700,6733.8,3585.66,3148.14
"2854","UPSTATE REFRACTORY SERVIC","01-East",733221200,6462.24,1819.95,4642.29
"2855","UPSTATE REFRACTORY SERVIC","01-East",754495000,5897.2,2875.45,3021.75
"2856","UPSTATE REFRACTORY SERVIC","01-East",777904301,5702.61,2584.3,3118.31
"2857","UPSTATE REFRACTORY SERVIC","01-East",764822000,5580,1928.47,3651.53
"2858","UPSTATE REFRACTORY SERVIC","01-East",733151500,5412.4,948.26,4464.14
"2859","UPSTATE REFRACTORY SERVIC","01-East",764861000,5267.25,2390.71,2876.54
"2860","UPSTATE REFRACTORY SERVIC","01-East",737902100,5142.8,1488.99,3653.81
"2861","UPSTATE REFRACTORY SERVIC","01-East",733211000,4789.8,1088.2,3701.6
"2862","UPSTATE REFRACTORY SERVIC","01-East",737912200,4772.5,1084.03,3688.47
"2863","UPSTATE REFRACTORY SERVIC","01-East",781630000,4176,2233.14,1942.86
"2864","UPSTATE REFRACTORY SERVIC","01-East",754286000,3886.85,1669.09,2217.76
"2865","UPSTATE REFRACTORY SERVIC","01-East",779951023,3727.5,2131.95,1595.55
"2866","UPSTATE REFRACTORY SERVIC","01-East",777903700,3692.82,1512.27,2180.55
"2867","UPSTATE REFRACTORY SERVIC","01-East",718501000,3496.5,948.31,2548.19
"2868","UPSTATE REFRACTORY SERVIC","01-East",764601000,3342.55,1074.13,2268.42
"2869","UPSTATE REFRACTORY SERVIC","01-East",718500000,3196.8,858.84,2337.96
"2870","UPSTATE REFRACTORY SERVIC","01-East",754467000,2668.08,1502.16,1165.92
"2871","UPSTATE REFRACTORY SERVIC","01-East",764902000,2655,961.17,1693.83
"2872","UPSTATE REFRACTORY SERVIC","01-East",764781000,2572.5,1009.41,1563.09
"2873","UPSTATE REFRACTORY SERVIC","01-East",764342110,2554.5,1582.43,972.07
"2874","UPSTATE REFRACTORY SERVIC","01-East",781590000,2523.1,1182.42,1340.68
"2875","UPSTATE REFRACTORY SERVIC","01-East",739561200,2135.04,867.98,1267.06
"2876","UPSTATE REFRACTORY SERVIC","01-East",739561100,2049.76,599.74,1450.02
"2877","UPSTATE REFRACTORY SERVIC","01-East",780370000,1958.88,776.12,1182.76
"2878","UPSTATE REFRACTORY SERVIC","01-East",733211050,1865.3,441.07,1424.23
"2879","UPSTATE REFRACTORY SERVIC","01-East",764521000,1786.15,611.37,1174.78
"2880","UPSTATE REFRACTORY SERVIC","01-East",764906000,1770,654.37,1115.63
"2881","UPSTATE REFRACTORY SERVIC","01-East",738361000,1366.84,657.88,708.96
"2882","UPSTATE REFRACTORY SERVIC","01-East",733510000,1239,283.45,955.55
"2883","UPSTATE REFRACTORY SERVIC","01-East",734990000,1149.6,273.88,875.72
"2884","UPSTATE REFRACTORY SERVIC","01-East",782030000,1130.4,544.53,585.87
"2885","UPSTATE REFRACTORY SERVIC","01-East",767990000,1035.08,442.34,592.74
"2886","UPSTATE REFRACTORY SERVIC","01-East",764601500,969,2036.62,-1067.62
